Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S86801810,Canada Goose,Branta canadensis,303,9,US-IN,Marion,L1763593,Eagle Creek Park--Ornithology Center (this location only),39.873855,-86.2968183,2021-05-01,11:20 AM,eBird - Stationary Count,7,1,,,3
S99453728,Canada Goose,Branta canadensis,303,7,US-IN,Marion,L2335232,Fall Creek Trail at Geist Dam,39.9103677,-85.989089,2021-12-26,11:42 AM,eBird - Traveling Count,33,1,.885,,3
S86893901,Canada Goose,Branta canadensis,303,2,US-IN,Marion,L2335272,Fort Harrison SP--Delaware Lake,39.8724684,-86.0179496,2021-05-02,08:03 AM,eBird - Traveling Count,112,1,2.269,,25,,,Part of Don Gorney's guided walk
S93318654,Canada Goose,Branta canadensis,303,200,US-IN,Newton,L12186599,Natural Prairie Dairy Farm Ponds (View From Road),41.058103,-87.480785,2021-08-16,10:30 AM,eBird - Stationary Count,27,1,,,3
S83090138,Canada Goose,Branta canadensis,303,15,US-IN,Porter,L152744,Indiana Dunes NP--Cowles Bog,41.6407,-87.0921,2021-03-09,09:36 AM,eBird - Traveling Count,276,1,9.093,,1
S83098019,Canada Goose,Branta canadensis,303,47,US-IN,Porter,L1794311,Indiana Dunes NP--Great Marsh Trail,41.6784868,-86.9855417,2021-03-09,03:07 PM,eBird - Traveling Count,73,1,1.931,,1
S83105662,Canada Goose,Branta canadensis,303,80,US-IN,Porter,L1794311,Indiana Dunes NP--Great Marsh Trail,41.6784868,-86.9855417,2021-03-09,05:08 PM,eBird - Traveling Count,33,1,.193,,1
S82389001,Canada Goose,Branta canadensis,303,400,US-IN,Tippecanoe,L445373,Celery Bog Nature Area,40.4520417,-86.9324112,2021-02-26,02:59 PM,eBird - Traveling Count,97,1,3.396,,1
S82526536,Canada Goose,Branta canadensis,303,34,US-IN,Tippecanoe,L445373,Celery Bog Nature Area,40.4520417,-86.9324112,2021-02-28,02:12 PM,eBird - Traveling Count,87,1,2.672,,1
S94462128,Canada Goose,Branta canadensis,303,X,US-IN,Tippecanoe,L13560666,Celery Bog Nature Area--Nature Center,40.4515191,-86.9356728,2021-09-10,01:19 PM,eBird - Traveling Count,58,1,2.124,,1
S80076677,Canada Goose,Branta canadensis,303,200,US-IL,Will,L1064362,McKinley Woods-Moose Island,41.4124473,-88.2196999,2021-01-29,07:15 AM,eBird - Traveling Count,155,1,2.366,,1
S89641380,Mute Swan,Cygnus olor,337,4,US-NJ,Cape May,L109136,Cape Island--South Cape May Meadows (SCMM),38.9359287,-74.9434519,2021-06-05,06:36 AM,eBird - Traveling Count,90,1,1.819,,2
S89688991,Mute Swan,Cygnus olor,337,2,US-NJ,Cape May,L109136,Cape Island--South Cape May Meadows (SCMM),38.9359287,-74.9434519,2021-06-05,06:10 PM,eBird - Traveling Count,121,1,2.14,,3
S80462875,Mute Swan,Cygnus olor,337,2,US-IL,Cook,L1057281,Chicago River--Diversey Turning Basin,41.931337,-87.6815844,2021-02-05,10:27 AM,eBird - Traveling Count,26,1,.531,,1
S80730722,Mute Swan,Cygnus olor,337,8,US-IL,Cook,L1057281,Chicago River--Diversey Turning Basin,41.931337,-87.6815844,2021-02-09,04:57 PM,eBird - Traveling Count,38,1,.402,,1,,Continuing
S81963007,Mute Swan,Cygnus olor,337,8,US-IL,Cook,L1057281,Chicago River--Diversey Turning Basin,41.931337,-87.6815844,2021-02-19,03:44 PM,eBird - Traveling Count,36,1,.354,,1
S85158460,Mute Swan,Cygnus olor,337,1,US-IL,Cook,L152623,Crabtree Nature Center,42.114,-88.161,2021-04-09,08:18 AM,eBird - Traveling Count,155,1,2.897,,15,,,With Justin's guided bird walk
S82825770,Mute Swan,Cygnus olor,337,1,US-IL,DuPage,L2717205,Centennial Trail--West of Route 83 (DuPage Co.),41.6877722,-87.9814202,2021-03-05,05:08 PM,eBird - Traveling Count,37,1,.966,,1
S83809104,Mute Swan,Cygnus olor,337,2,US-IN,Hamilton,L891840,"Central Park, Carmel (Entire Park)",39.9520267,-86.1371443,2021-03-21,10:32 AM,eBird - Traveling Count,85,1,3.219,,3,,,,318605141
